,Unnamed: 0,Artist_list,Songs_list
2599,2599,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/rebeloftheunderground.html
2803,2803,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/rebeloftheunderground.html
2670,2670,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/redemption.html
2610,2610,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/representin93.html
2849,2849,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/rideforme.html
2850,2850,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/roadtoglory.html
2796,2796,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/runnindyingtolive.html
2748,2748,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/runninone.html
2762,2762,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/runninone.html
2655,2655,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/runthastreetz.html
2672,2672,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/rustilldownrememberme.html
2800,2800,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/samesong.html
2835,2835,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/scaredstraight.html
2723,2723,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/secretzofwar.html
2795,2795,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/secretzofwar.html
2646,2646,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/shortywannabeathug.html
2633,2633,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/skandalouz.html
2827,2827,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/sleep.html
2805,2805,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/soldierlikemereturnofthesoulja.html
2619,2619,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/somanytears.html
2703,2703,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/somanytears.html
2604,2604,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/something2die4interlude.html
2594,2594,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/somethingwicked.html
2830,2830,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/soonasigethome.html
2606,2606,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/souljahsrevenge.html
2590,2590,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/souljasstory.html
2798,2798,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/starinthroughmyrearview.html
2766,2766,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/stillballin.html
2722,2722,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/stillirise.html
2802,2802,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/str8ballin.html
2772,2772,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/streetfame.html
2612,2612,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/strictly4myniggaz.html
2608,2608,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/strugglin.html
2733,2733,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tattootears.html
2732,2732,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/teardropsandclosedcaskets.html
2620,2620,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/temptations.html
2698,2698,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/temptations.html
2598,2598,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thalunatic.html
2851,2851,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thedeathofatruethug.html
2730,2730,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thegooddieyoung.html
2852,2852,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thegovernment.html
2804,2804,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/therealistkillaz.html
2787,2787,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thereugo.html
2613,2613,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thestreetzrdeathrow.html
2806,2806,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/theuppercut.html
2790,2790,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/theydontgiveafuckaboutus.html
2756,2756,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thisaintlivin.html
2788,2788,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thislifeilead.html
2817,2817,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thug4life.html
2759,2759,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugnuthugnme.html
2746,2746,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugnuthugnmeremix.html
2650,2650,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugpassion.html
2811,2811,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugsgetlonelytoo.html
2674,2674,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugstyle.html
2779,2779,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugzmansion.html
2777,2777,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/thugzmansionnasacoustic.html
2661,2661,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tolivedieinla.html
2719,2719,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tolivedieinla.html
2853,2853,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tonguekissing.html
2660,2660,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tossitup.html
2716,2716,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tossitup.html
2641,2641,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/tradinwarstories.html
2589,2589,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/trapped.html
2705,2705,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/trapped.html
2708,2708,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/troublesome96.html
2734,2734,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/ucanbetouched.html
2782,2782,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/ucancall.html
2755,2755,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/udonthave2worry.html
2704,2704,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/unconditionallove.html
2749,2749,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/untiltheendoftime.html
2764,2764,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/untiltheendoftimeremix.html
2834,2834,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/untouchable.html
2822,2822,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/untouchableswizzbeatzremix.html
2592,2592,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/violent.html
2854,2854,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/watchyamouth.html
2773,2773,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whatchagonnado.html
2826,2826,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whatznext.html
2644,2644,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whatzyaphone.html
2855,2855,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whatzyaphoneremix.html
2684,2684,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whenigetfree.html
2763,2763,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whenigetfree.html
2693,2693,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whenigetfreeii.html
2754,2754,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whenthugzcry.html
2649,2649,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whenweride.html
2767,2767,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whenwerideonourenemies.html
2675,2675,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/wheredowegofromhereinterlude.html
2666,2666,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whitemansworld.html
2789,2789,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whodoubelievein.html
2813,2813,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whodoyoulove.html
2757,2757,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/whyuturnonme.html
2648,2648,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/wonderwhytheycallu.html
2760,2760,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/words2myfirstborn.html
2593,2593,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/wordsofwisdom.html
2735,2735,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/yalldontknowus.html
2588,2588,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/youngblackmale.html
2621,2621,https://www.azlyrics.com/19/2pac.html,../lyrics/2pac/youngniggaz.html
4519,4519,https://www.azlyrics.com/a/abba.html,../lyrics/abba/alandar.html
4508,4508,https://www.azlyrics.com/a/abba.html,../lyrics/abba/andanteandante.html
4528,4528,https://www.azlyrics.com/a/abba.html,../lyrics/abba/andanteandantespanishversion.html
4495,4495,https://www.azlyrics.com/a/abba.html,../lyrics/abba/angeleyes.html
4433,4433,https://www.azlyrics.com/a/abba.html,../lyrics/abba/anothertownanothertrain.html
4492,4492,https://www.azlyrics.com/a/abba.html,../lyrics/abba/asgoodasnew.html
4548,4548,https://www.azlyrics.com/a/abba.html,../lyrics/abba/baby.html
4466,4466,https://www.azlyrics.com/a/abba.html,../lyrics/abba/bangaboomerang.html
4544,4544,https://www.azlyrics.com/a/abba.html,../lyrics/abba/cassandra.html
4499,4499,https://www.azlyrics.com/a/abba.html,../lyrics/abba/chiquitita.html
4526,4526,https://www.azlyrics.com/a/abba.html,../lyrics/abba/chiquititaspanishversion.html
4525,4525,https://www.azlyrics.com/a/abba.html,../lyrics/abba/conocindomeconocindote.html
4471,4471,https://www.azlyrics.com/a/abba.html,../lyrics/abba/crazyworld.html
4520,4520,https://www.azlyrics.com/a/abba.html,../lyrics/abba/damedamedame.html
4452,4452,https://www.azlyrics.com/a/abba.html,../lyrics/abba/dancewhilethemusicstillgoeson.html
4473,4473,https://www.azlyrics.com/a/abba.html,../lyrics/abba/dancingqueen.html
4434,4434,https://www.azlyrics.com/a/abba.html,../lyrics/abba/disillusion.html
4497,4497,https://www.azlyrics.com/a/abba.html,../lyrics/abba/doesyourmotherknow.html
4549,4549,https://www.azlyrics.com/a/abba.html,../lyrics/abba/dreamworld.html
4475,4475,https://www.azlyrics.com/a/abba.html,../lyrics/abba/dumdumdiddle.html
4483,4483,https://www.azlyrics.com/a/abba.html,../lyrics/abba/eagle.html
4515,4515,https://www.azlyrics.com/a/abba.html,../lyrics/abba/elaine.html
4522,4522,https://www.azlyrics.com/a/abba.html,../lyrics/abba/estoysonando.html
4529,4529,https://www.azlyrics.com/a/abba.html,../lyrics/abba/felicidad.html
4481,4481,https://www.azlyrics.com/a/abba.html,../lyrics/abba/fernando.html
4521,4521,https://www.azlyrics.com/a/abba.html,../lyrics/abba/fernandospanishversion.html
4547,4547,https://www.azlyrics.com/a/abba.html,../lyrics/abba/fromatwinklingstartoapassingangel.html
4504,4504,https://www.azlyrics.com/a/abba.html,../lyrics/abba/gimmegimmegimmeamanaftermidnight.html
4456,4456,https://www.azlyrics.com/a/abba.html,../lyrics/abba/gonnasingyoumylovesong.html
4517,4517,https://www.azlyrics.com/a/abba.html,../lyrics/abba/graciasporlamusica.html
4482,4482,https://www.azlyrics.com/a/abba.html,../lyrics/abba/happyhawaii.html
4510,4510,https://www.azlyrics.com/a/abba.html,../lyrics/abba/happynewyear.html
4524,4524,https://www.azlyrics.com/a/abba.html,../lyrics/abba/hastamaanaspanishversion.html
4450,4450,https://www.azlyrics.com/a/abba.html,../lyrics/abba/hastamanana.html
4533,4533,https://www.azlyrics.com/a/abba.html,../lyrics/abba/headoverheels.html
